year,month,day,statefips,revenue_all,revenue_inchigh,revenue_inclow,revenue_incmiddle,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020,1,10,1,-0.0111,.0249,-0.0183,-0.013000000000000001,-0.0128,.0139,-.0141,0.0124
2020,1,10,2,0.0131,-.00622,-0.14800000000000002,0.0388,0.0331,-.0463,-.129,0.0242
2020,1,10,4,-0.0247,-.00482,-0.0361,-0.0259,-0.0214,-.0196,-.0202,0.000327
2020,1,10,5,-0.0367,-.101,-0.0575,0.00705,-0.0166,-.0697,-.0348,-0.0473
2020,1,10,6,-0.00576,-.00908,-0.0255,0.0036899999999999997,-0.00853,.00342,-.00155,-0.0135
2020,1,10,8,-0.021,-.0202,0.00434,-0.0294,-0.0424,.0759,-.00432,-0.0361
2020,1,10,9,-0.0070599999999999994,-.00758,0.0523,-0.0269,0.0125,.0306,-.0118,-0.0282
2020,1,10,10,-0.0734,-.017,0.16899999999999998,-0.106,-0.0622,-.285,.017,-0.0299
2020,1,10,11,-0.0404,-.0493,-0.0377,0.0167,-0.106,.0955,-.0476,-0.0976
2020,1,10,12,-0.0436,-.0779,-0.0316,-0.0409,-0.0831,-.0463,.00962,-0.0274
2020,1,10,13,-0.0306,-.0309,-0.0348,-0.0272,-0.0458,-.0563,-.0305,-0.0239
2020,1,10,15,-0.0554,.0131,0.051,-0.14,-0.163,-.0342,.0779,0.00275
2020,1,10,16,0.0109,.191,-0.0332,0.0198,0.021,-.0797,.0293,0.0381
2020,1,10,17,-0.0714,-.076,-0.10099999999999999,-0.0556,-0.11800000000000001,-.0668,-.0413,-0.0436
2020,1,10,18,-0.0559,-.0863,-0.0189,-0.0674,-0.0618,-.0593,.0383,-0.0593
2020,1,10,19,-0.0499,-.0189,-0.0276,-0.0606,0.0103,-.0615,-.0465,-0.081
2020,1,10,20,-0.0107,-.0169,-0.0275,0.00379,0.0189,.00618,-.0606,-0.00116
2020,1,10,21,-0.0607,-.0845,-0.073,-0.0461,-0.0476,-.128,-.0593,-0.0558
2020,1,10,22,-0.0367,-.0453,-0.0358,-0.0346,-0.0182,-.0623,-.0238,-0.0513
2020,1,10,23,-0.043,-.0515,0.0475,-0.0805,-0.0302,.00788,.0132,-0.106
2020,1,10,24,-0.0309,-.0301,-0.0491,-0.0294,-0.0617,-.033,.00855,-0.0698
2020,1,10,25,-0.0529,-.0572,-0.0504,-0.0522,-0.0682,-.0678,-.0613,-0.0371
2020,1,10,26,-0.0145,-.0135,-0.0369,-0.005520000000000001,0.0101,.0667,-.136,-0.00799
2020,1,10,27,-0.0264,-.0119,-0.0853,-0.026000000000000002,-0.0602,-.0246,.0553,-0.0165
2020,1,10,28,-0.03,.0193,-0.0636,0.00755,-0.085,-.115,.134,-0.0189
2020,1,10,29,-0.0384,-.0498,-0.0277,-0.0416,-0.0423,-.0264,.0522,-0.0506
2020,1,10,30,-0.0439,-.16,-0.0561,-0.0378,-0.0424,-.106,.0107,-0.0597
2020,1,10,31,-0.0262,-.0372,-0.0296,-0.0221,-0.00659,-.00707,-.0879,-0.0497
2020,1,10,32,-0.0491,.0518,-0.109,-0.0283,-0.0413,-.00281,.00756,-0.13
2020,1,10,33,-0.0594,-.105,-0.09699999999999999,-0.0229,-0.127,.000792,.019,-0.0984
2020,1,10,34,-0.0579,-.0594,-0.00839,-0.0672,-0.10099999999999999,-.116,-.0223,-0.0295
2020,1,10,35,0.00185,.137,0.0281,-0.0208,0.0166,-.0492,.105,-0.0332
2020,1,10,36,-0.0216,-.0293,-0.00795,-0.0146,-0.0328,-.0024,-.0477,-0.0053
2020,1,10,37,-0.0172,-.0141,-0.008740000000000001,-0.0226,-0.038,-.0482,-.0111,0.00519
2020,1,10,38,-0.0621,-.109,0.0571,-0.0819,-0.0836,-.169,-.0882,0.0451
2020,1,10,39,-0.0522,-.0681,-0.0683,-0.0445,-0.0729,-.0155,-.0319,-0.059000000000000004
2020,1,10,40,-0.0258,.0318,0.0108,-0.0635,-0.00027,-.109,.0118,-0.00134
2020,1,10,41,-0.000264,-.0186,0.0237,-0.0079,0.00587,.000557,-.0256,0.0025
2020,1,10,42,-0.0274,-.0352,-0.0347,-0.0191,-0.0448,.0338,-.0635,-0.0347
2020,1,10,44,-0.0346,-.0209,-0.10400000000000001,-0.00922,0.0133,-.0692,-.106,-0.039
2020,1,10,45,-0.0234,-.0475,-0.0402,-0.00926,-0.0621,.013,-.0299,0.00016299999999999998
2020,1,10,46,-0.114,-.144,-0.0917,-0.11900000000000001,-0.0515,.,-.192,-0.0322
2020,1,10,47,-0.0227,.0654,-0.0224,-0.0474,0.0253,.0586,-.112,-0.03
2020,1,10,48,-0.0385,-.0295,-0.0248,-0.0502,-0.0639,-.0338,-.00248,-0.0244
2020,1,10,49,-0.00783,-.00552,-0.0267,-0.00265,-0.0037,-.00875,-.0434,0.028999999999999998
2020,1,10,50,-0.0776,.069,-0.0373,-0.105,-0.0732,-.0458,-.15,-0.0721
2020,1,10,51,-0.009340000000000001,.00542,-0.0199,-0.0269,-0.0597,.0156,-.0329,-0.0345
2020,1,10,53,0.047,.0514,0.0468,0.0449,0.0657,.0239,.0483,0.0378
2020,1,10,54,-0.0529,.184,-0.0717,-0.0388,-0.0471,.0553,-.0591,-0.0504
2020,1,10,55,-0.0199,-.0784,-0.0393,0.0057,-0.0308,.123,-.0605,-0.0668
2020,1,10,56,-0.0408,-.104,-0.145,-0.0231,0.00389,-.145,.146,-0.0718
2020,1,11,1,-0.0289,-.00527,-0.042,-0.0215,-0.0383,.0329,.00337,-0.0321
2020,1,11,2,0.0524,.0593,-0.0384,0.0516,0.10400000000000001,-.126,.034,0.0464
2020,1,11,4,-0.011000000000000001,.0208,-0.0187,-0.0192,0.00518,-.0416,-.0033,0.0123
2020,1,11,5,-0.0363,-.116,-0.0514,-0.00121,-0.00404,-.0801,-.0394,-0.0698
2020,1,11,6,0.00571,-.00239,-0.00584,0.0184,0.00168,.0263,.00359,-0.0035700000000000003
2020,1,11,8,0.00162,-.00376,0.0162,7.670000000000001e-05,-0.0254,.0791,.0201,-0.00607
2020,1,11,9,0.0202,.0163,0.0812,0.00548,0.0841,.00357,-.00769,-0.007940000000000001
2020,1,11,10,-0.0429,.00442,0.126,-0.067,-0.0248,-.271,.0482,-0.0199
2020,1,11,11,-0.00527,-.00691,0.0195,0.00845,-0.121,.108,.0241,-0.0611
2020,1,11,12,-0.0187,-.0619,-0.0145,-0.00972,-0.023,-.0234,.0134,-0.0199
2020,1,11,13,-0.0309,-.0265,-0.0471,-0.0226,-0.0443,-.0298,-.0216,-0.0421
2020,1,11,15,-0.0343,.0115,0.0285,-0.0934,-0.11199999999999999,-.0229,.093,-0.00349
2020,1,11,16,0.0103,.187,-0.00505,0.0109,-0.00203,-.0627,.0405,0.0195
2020,1,11,17,-0.0715,-.0681,-0.106,-0.0622,-0.113,-.0603,-.0284,-0.055
2020,1,11,18,-0.0514,-.0986,-0.0313,-0.0497,-0.0666,-.0425,.0309,-0.0536
2020,1,11,19,-0.0532,-.0307,-0.0487,-0.0576,-0.00992,-.0276,-.0194,-0.10800000000000001
2020,1,11,20,-0.0391,-.0898,-0.0439,-0.0148,-0.049,.00722,-.0381,-0.0661
2020,1,11,21,-0.0637,-.0955,-0.0783,-0.0453,-0.0621,-.115,-.0514,-0.0621
2020,1,11,22,-0.0326,-.05,-0.0257,-0.0335,-0.00165,-.0757,-.0219,-0.0484
2020,1,11,23,-0.0163,-.019,0.0804,-0.0577,-0.0255,.101,.0127,-0.0821
2020,1,11,24,-0.0217,-.0175,-0.0253,-0.0303,-0.024,-.00969,.0185,-0.0697
2020,1,11,25,-0.0324,-.0354,-0.0264,-0.0345,-0.0406,-.0766,-.0422,-0.0161
2020,1,11,26,-0.025,-.0355,-0.0514,-0.0114,-0.00995,.0867,-.125,-0.0305
2020,1,11,27,-0.0281,-.000177,-0.0903,-0.0344,-0.0588,-.03,.042,-0.037000000000000005
2020,1,11,28,-0.0485,.0106,-0.0721,-0.0245,-0.0901,-.0333,.00414,-0.039
2020,1,11,29,-0.0152,.0188,-0.0109,-0.0337,-0.0187,.0275,.086,-0.0477
2020,1,11,30,-0.027000000000000003,-.0131,-0.0362,-0.0231,-0.00513,-.0689,.0153,-0.0748
2020,1,11,31,-0.0184,-.0249,-0.0155,-0.0171,-0.0209,.0511,-.0712,-0.0315
2020,1,11,32,-0.0303,.112,-0.0858,-0.0234,-0.0417,.0182,.0124,-0.0884
2020,1,11,33,-0.00747,-.0545,-0.0512,0.0309,-0.0208,.0612,.0165,-0.0655
2020,1,11,34,-0.0192,-.0287,0.00233,-0.000684,-0.00971,-.102,-.0144,-0.0119
2020,1,11,35,0.0208,.131,0.0527,-0.00403,0.0133,-.00389,.132,-0.0276
2020,1,11,36,0.00518,.00673,0.00225,0.00554,0.0148,.0175,-.0309,0.022000000000000002
2020,1,11,37,-0.0134,-.00451,-0.0141,-0.0152,-0.0369,-.0277,.0237,-0.00267
2020,1,11,38,-0.0928,-.122,0.0231,-0.11800000000000001,-0.11,-.18,-.122,0.00982
2020,1,11,39,-0.039,-.0402,-0.0543,-0.0375,-0.0517,.00285,-.0119,-0.0458
2020,1,11,40,-0.0343,.0141,-0.00674,-0.0651,-0.0465,-.0388,.0149,-0.0357
2020,1,11,41,0.0173,-.02,0.0413,0.0128,0.00847,.0218,-.0101,0.0662
2020,1,11,42,-0.0164,-.0111,-0.033,-0.0112,-0.0294,.0102,-.0538,-0.0193
2020,1,11,44,-0.00898,-.0114,-0.0664,0.0207,0.0455,-.0554,-.0626,-0.0153
2020,1,11,45,-0.0255,-.0594,-0.0328,-0.015,-0.055,.00738,-.0153,0.000588
2020,1,11,46,-0.11,-.14,-0.079,-0.11900000000000001,-0.0872,.,-.162,-0.0201
2020,1,11,47,-0.0282,.0298,-0.0207,-0.0458,-0.0149,.0743,-.0564,-0.0464
2020,1,11,48,-0.0181,-.00617,-0.00704,-0.0304,0.0009310000000000001,-.0342,-.0125,-0.018000000000000002
2020,1,11,49,0.0117,.0335,-0.00799,0.00882,0.00912,.0698,-.024,0.054000000000000006
2020,1,11,50,-0.0671,.102,-0.0243,-0.098,-0.0814,-.0201,-.162,-0.054000000000000006
2020,1,11,51,-0.008409999999999999,.0142,-0.02,-0.0349,-0.0391,-.00574,-.0174,-0.0354
2020,1,11,53,0.0487,.0536,0.0422,0.0476,0.0348,.0473,.0902,0.0274
2020,1,11,54,-0.0566,.143,-0.0743,-0.0411,-0.0807,.0752,-.0845,-0.0468
2020,1,11,55,-0.0297,-.0944,-0.0541,-0.000587,-0.0453,.0966,-.0526,-0.0995
2020,1,11,56,-0.00124,-.0341,-0.14,0.011000000000000001,0.0192,-.0901,.153,-0.031
2020,1,12,1,-0.0278,-.00979,-0.0414,-0.0179,-0.0334,.04,-.00416,-0.0492
2020,1,12,2,0.0487,.0591,-0.000596,0.043,0.0978,-.142,.0247,0.0398
2020,1,12,4,-0.008879999999999999,.0163,-0.0147,-0.0155,0.00955,-.0461,-.00418,0.00586
2020,1,12,5,-0.0361,-.115,-0.0412,-0.0176,-2.35e-05,-.0733,-.0439,-0.0846
2020,1,12,6,0.0038799999999999998,-.00712,-0.00602,0.0193,0.00148,.0269,.00743,-0.0109
2020,1,12,8,0.0128,.0148,0.0243,0.00775,-0.0133,.0849,.0113,0.0114
2020,1,12,9,0.0104,.00765,0.0678,-0.00456,0.0697,.00302,-.013,-0.0113
2020,1,12,10,-0.0322,.00485,0.0759,-0.0493,-0.035,-.235,.058,-0.0111
2020,1,12,11,-0.00561,.000904,0.009770000000000001,-0.0374,-0.191,.114,.0434,-0.0524
2020,1,12,12,-0.0145,-.0471,-0.0123,-0.007390000000000001,-0.0113,-.023,.0102,-0.0183
2020,1,12,13,-0.0243,-.0198,-0.0498,-0.0099,-0.0361,-.0256,-.0195,-0.0427
2020,1,12,15,-0.0299,.00125,0.0771,-0.0723,-0.0754,-.0375,.0982,-0.0143
2020,1,12,16,0.0113,.156,0.00799,0.009059999999999999,0.0035,-.0638,.0474,-0.00577
2020,1,12,17,-0.0428,-.0426,-0.0666,-0.0348,-0.0427,-.0504,-.0298,-0.0426
2020,1,12,18,-0.0176,-.0687,0.0020399999999999997,-0.013999999999999999,-0.0116,-.0352,.0337,-0.0135
2020,1,12,19,-0.0291,-.0284,-0.0181,-0.0318,0.0255,-.0334,-.014,-0.0728
2020,1,12,20,-0.0128,-.0572,-0.0234,0.0141,-0.00214,.0106,-.0443,-0.0452
2020,1,12,21,-0.0434,-.0658,-0.0625,-0.0211,-0.0417,-.114,-.0538,-0.0238
2020,1,12,22,-0.019,-.0348,-0.0169,-0.017,0.0131,-.0678,-.025,-0.0317
2020,1,12,23,-0.013999999999999999,-.0236,0.0588,-0.045,0.00504,.0823,-.00851,-0.10300000000000001
2020,1,12,24,-0.00375,-.0000501,0.0009699999999999999,-0.0134,-0.0114,.0113,.0126,-0.0324
2020,1,12,25,-0.0288,-.0336,-0.0115,-0.0298,-0.0332,-.0633,-.0203,-0.0137
2020,1,12,26,-0.0327,-.0542,-0.0527,-0.0189,-0.0231,.08,-.118,-0.0481
2020,1,12,27,-0.0206,-.00103,-0.0751,-0.0235,-0.0412,-.0224,.0384,-0.0368
2020,1,12,28,-0.0442,.0121,-0.0757,-0.0109,-0.0682,-.0333,.00194,-0.0471
2020,1,12,29,0.0444,.0833,0.0424,0.0285,0.0791,.0379,.062,0.0442
2020,1,12,30,-0.0142,.032,-0.0417,-0.0015400000000000001,0.016,-.047,.0186,-0.0738
2020,1,12,31,-0.0109,-.00431,-0.00598,-0.0121,-0.00619,.0599,-.0781,-0.0103
2020,1,12,32,-0.0253,.103,-0.0895,-0.00343,0.046,-.0254,.0158,-0.0982
2020,1,12,33,-0.00477,-.0656,-0.0476,0.0451,-0.0158,.0676,.00325,-0.0644
2020,1,12,34,-0.0183,-.028,-0.00109,0.00162,-0.000344,-.111,-.0192,-0.007379999999999999
2020,1,12,35,0.0162,.0867,0.0416,-0.00275,0.00361,-.0132,.133,-0.025
2020,1,12,36,0.00297,.0099,-0.00351,-0.00255,0.0131,.0183,-.032,0.0214
2020,1,12,37,0.000324,.00247,-0.000202,5.04e-05,-0.0232,-.0231,.0237,0.0173
2020,1,12,38,-0.11,-.137,0.0124,-0.138,-0.126,-.183,-.134,-0.0279
2020,1,12,39,-0.0186,-.0248,-0.0296,-0.0187,-0.0306,.0105,-.00588,-0.0153
2020,1,12,40,-0.0226,.0266,-0.0019199999999999998,-0.0482,-0.0334,-.0278,.0172,-0.0383
2020,1,12,41,0.0113,-.037,0.0366,0.00827,0.0111,.00484,-.0172,0.0499
2020,1,12,42,-0.0196,-.0158,-0.0337,-0.0142,-0.0341,.00576,-.0585,-0.018000000000000002
2020,1,12,44,-0.00745,-.00445,-0.0509,0.0122,0.0307,-.00886,-.064,-0.004520000000000001
2020,1,12,45,-0.0195,-.0478,-0.0372,-0.00426,-0.0499,.00913,-.00848,-0.00062
2020,1,12,46,-0.107,-.126,-0.0826,-0.11599999999999999,-0.0857,.,-.136,-0.0379
2020,1,12,47,-0.0161,.0406,-0.00491,-0.0354,0.007370000000000001,.0686,-.0559,-0.0353
2020,1,12,48,-0.015,-.00576,-0.0118,-0.0223,0.00475,-.0101,-.016,-0.0219
2020,1,12,49,0.00433,.0159,-0.0162,0.00601,0.0108,.0746,-.0367,0.00747
2020,1,12,50,-0.0752,.119,-0.0264,-0.11,-0.0977,.012,-.133,-0.0937
2020,1,12,51,-0.0021100000000000003,.0213,-0.0198,-0.0281,-0.0393,-.0094,-.00992,-0.0015300000000000001
2020,1,12,53,0.035,.0318,0.0248,0.0394,0.0198,.0537,.0737,-0.00411
2020,1,12,54,-0.0361,.132,-0.0572,-0.0104,-0.0732,.0707,-.0747,0.00915
2020,1,12,55,-0.031,-.0947,-0.0424,-0.00536,-0.0519,.0968,-.0521,-0.0959
2020,1,12,56,0.008870000000000001,-.0289,-0.124,0.0221,0.0442,-.0849,.174,-0.0324
2020,1,13,1,-0.0522,-.00829,-0.07400000000000001,-0.0423,-0.0445,-.00889,-.0429,-0.0592
2020,1,13,2,0.0334,.0645,0.00643,0.007359999999999999,0.0751,-.142,.1,0.0223
2020,1,13,4,-0.0164,.00825,-0.0329,-0.0168,0.004520000000000001,-.0658,-.00405,0.0050799999999999994
2020,1,13,5,-0.0454,-.117,-0.0401,-0.0431,-0.00209,-.0769,-.0374,-0.0936
2020,1,13,6,-0.0118,-.0193,-0.0247,0.00062,-0.0152,.0117,-.02,-0.0221
2020,1,13,8,-0.00172,-.000604,-0.00526,-0.0026,-0.0172,.0463,-.0106,-0.00491
2020,1,13,9,0.0138,.0263,0.0582,-0.0218,0.0529,.048,-.0653,-0.0142
2020,1,13,10,-0.0271,.0233,0.0613,-0.0448,-0.0336,-.244,.0216,0.0259
2020,1,13,11,0.0526,.0512,0.0681,0.0664,-0.11,.211,.0225,0.0136
2020,1,13,12,-0.0204,-.0322,-0.0233,-0.0162,-0.016,-.0199,-.00955,-0.0218
2020,1,13,13,-0.0365,-.0158,-0.0663,-0.0288,-0.0423,-.0286,-.053,-0.0458
2020,1,13,15,-0.0382,-.0374,0.0688,-0.0434,-0.0397,-.0721,.0539,-0.0366
2020,1,13,16,0.00175,.226,0.0133,-0.00629,-0.00128,-.0652,.0258,-0.00731
2020,1,13,17,-0.0533,-.0567,-0.0579,-0.0489,-0.0417,-.0821,-.0567,-0.046
2020,1,13,18,-0.0147,-.0617,0.0017399999999999998,-0.0101,0.00105,-.0453,.0468,-0.000763
2020,1,13,19,-0.0446,-.0851,-0.0224,-0.0443,0.013000000000000001,-.0287,-.052,-0.081
2020,1,13,20,-0.0201,-.0523,-0.0286,0.0005200000000000001,-0.0051600000000000005,-.0142,-.0384,-0.0608
2020,1,13,21,-0.0467,-.0927,-0.066,-0.0206,-0.0394,-.114,-.0736,-0.0263
2020,1,13,22,-0.037000000000000005,-.0226,-0.0364,-0.0377,-0.00246,-.0846,-.0546,-0.0365
2020,1,13,23,-0.0208,-.0105,0.0403,-0.0499,0.000505,.0254,-.0562,-0.0801
2020,1,13,24,0.0248,.0357,0.04,-0.0032,0.0225,.0338,-.0101,0.0599
2020,1,13,25,-0.0271,-.0204,-0.0389,-0.0419,-0.0254,-.0882,.0198,-0.00727
2020,1,13,26,-0.0486,-.0811,-0.0588,-0.0359,-0.0394,.0277,-.128,-0.057
2020,1,13,27,-0.0277,-.0114,-0.0889,-0.0285,-0.0388,-.0239,.0437,-0.0487
2020,1,13,28,-0.057,-.00841,-0.0813,-0.0325,-0.0874,-.0584,.0214,-0.0428
2020,1,13,29,0.0292,.0899,0.00847,0.0174,0.0821,.00418,.0191,0.0301
2020,1,13,30,-0.0181,.0739,-0.0399,-0.0081,0.0219,-.00652,.000849,-0.0851
2020,1,13,31,-0.0196,-.0309,-0.00541,-0.0203,-0.0382,.0174,-.0371,-0.0164
2020,1,13,32,-0.0466,.0252,-0.0857,-0.0314,-0.007859999999999999,-.0381,.021,-0.0949
2020,1,13,33,-0.00965,-.061,-0.0504,0.0335,-0.0265,.0673,-.00455,-0.0377
2020,1,13,34,-0.0271,-.0353,-0.0146,-0.00928,0.0114,-.121,-.0898,-0.00912
2020,1,13,35,-0.00021099999999999998,.034,0.0328,-0.022000000000000002,-0.0171,-.0215,.119,-0.0284
2020,1,13,36,-0.0104,.0009,-0.0314,-0.0161,0.00635,.00928,-.0803,0.0176
2020,1,13,37,-0.00742,-.00246,-0.0156,-0.00496,-0.0249,-.0389,.0118,0.0327
2020,1,13,38,-0.129,-.132,-0.0185,-0.161,-0.142,-.19,-.116,-0.0711
2020,1,13,39,-0.0152,-.0219,-0.0464,-0.0066099999999999996,-0.0115,.0034,-.0181,0.00145
2020,1,13,40,-0.0437,-.00291,-0.0152,-0.0727,-0.0408,-.0726,-.0467,-0.0456
2020,1,13,41,-0.0111,-.0448,0.0019,-0.0115,0.00465,-.0242,-.0773,0.0217
2020,1,13,42,-0.00735,.033,-0.0389,-0.0155,-0.0309,-.0096,-.0741,-0.0133
2020,1,13,44,-0.00147,.0019,-0.0523,0.0216,0.0554,.00357,-.0307,-0.0124
2020,1,13,45,-0.0336,-.0841,-0.0369,-0.0227,-0.0529,-.0358,-.0396,-0.0112
2020,1,13,46,-0.109,-.13,-0.0943,-0.115,-0.0569,.,-.174,-0.0345
2020,1,13,47,-0.0233,.0393,-0.0115,-0.0448,-0.00286,.0593,-.0636,-0.0392
2020,1,13,48,-0.0272,-.0231,-0.0301,-0.0285,0.0010199999999999999,-.0284,-.0398,-0.0339
2020,1,13,49,-0.0168,-.00974,-0.0207,-0.0186,0.00965,.0274,-.057,-0.0226
2020,1,13,50,-0.0604,.101,-0.0773,-0.0756,-0.107,.0215,-.0164,-0.10099999999999999
2020,1,13,51,0.0107,.0292,-0.00719,-0.00927,-0.0115,-.00307,-.0268,0.0596
2020,1,13,53,-0.015,-.0412,-0.0197,0.000866,-0.0126,.00639,-.0233,-0.0414
2020,1,13,54,-0.0494,.259,-0.0803,-0.0176,-0.0603,-.13,-.0931,0.0367
2020,1,13,55,-0.0396,-.0997,-0.0528,-0.0147,-0.0499,.071,-.0679,-0.0946
2020,1,13,56,-0.0192,-.0279,-0.16,-0.0106,0.0278,-.125,.147,-0.0503
2020,1,14,1,-0.0779,-.0938,-0.0818,-0.07,-0.076,-.0657,-.0871,-0.0571
2020,1,14,2,0.0121,.0453,0.00854,-0.0158,0.0549,-.103,.0963,0.0199
2020,1,14,4,-0.0115,.00147,-0.0377,-0.000315,0.0077599999999999995,-.0517,-.00262,0.007909999999999999
2020,1,14,5,-0.0335,-.0168,-0.0205,-0.057,-0.0202,-.0234,-.0256,-0.0791
2020,1,14,6,-0.00468,-.013,-0.0217,0.00966,-0.006379999999999999,.0131,-.0187,-0.00745
2020,1,14,8,-0.00414,-.00299,-0.00396,-0.0061200000000000004,-0.0255,.0392,-.0269,0.011000000000000001
2020,1,14,9,0.0169,.0274,0.0853,-0.0232,0.0331,.0809,-.0107,-0.0162
2020,1,14,10,-0.0132,.0462,0.0472,-0.0262,-0.0194,-.202,.0537,0.0182
2020,1,14,11,0.10400000000000001,.102,0.115,0.11900000000000001,-0.0638,.459,.00957,0.0453
2020,1,14,12,-0.0095,-.0216,-0.00907,-0.006670000000000001,-0.00317,-.00299,.00566,-0.0147
2020,1,14,13,-0.026000000000000002,.00302,-0.0552,-0.0235,-0.0291,.0264,-.0367,-0.0355
2020,1,14,15,-0.0383,-.0591,0.107,-0.0157,-0.00688,-.0974,-.0265,-0.0407
2020,1,14,16,-0.016,.269,0.0332,-0.035,-0.0363,-.0643,.033,-0.0208
2020,1,14,17,-0.0421,-.0345,-0.043,-0.0512,-0.0257,-.0571,-.0511,-0.0359
2020,1,14,18,-0.013999999999999999,-.0647,-0.00355,-0.00606,0.023,-.101,.044,0.0164
2020,1,14,19,-0.0581,-.0667,-0.0727,-0.0521,-0.00702,-.0566,-.0833,-0.0641
2020,1,14,20,-0.0121,-.0215,-0.0179,-0.00251,-0.00481,-.0072,-.0305,-0.0493
2020,1,14,21,-0.0103,-.0246,-0.0199,0.000298,-0.0024,-.0277,-.0335,-0.0173
2020,1,14,22,-0.0346,-.0122,-0.0259,-0.0419,-0.0223,-.0548,-.0882,-0.0111
2020,1,14,23,0.00589,.0237,0.0293,-0.007659999999999999,0.0424,.00546,-.0792,-0.0685
2020,1,14,24,0.0483,.0617,0.10300000000000001,0.0085,0.0565,.0449,.012,0.0766
2020,1,14,25,-0.0179,-.0126,0.0198,-0.0312,-0.009640000000000001,-.0907,.0502,-0.00014199999999999998
2020,1,14,26,-0.0485,-.105,-0.0336,-0.0397,-0.0374,.0126,-.101,-0.0629
2020,1,14,27,-0.0415,-.027,-0.0596,-0.0465,-0.05,-.0544,.0132,-0.0517
2020,1,14,28,-0.0525,-.0289,-0.076,-0.0262,-0.0809,-.0638,.0311,-0.0329
2020,1,14,29,0.0165,.0075,0.0125,0.0235,0.0608,.025,-.0846,0.0325
2020,1,14,30,-0.03,-.18,-0.0392,-0.025,0.0208,-.0432,-.0202,-0.0873
2020,1,14,31,-0.0247,-.0176,-0.0147,-0.0267,-0.0808,.0594,-.0345,0.000367
2020,1,14,32,-0.0474,-.0147,-0.0902,-0.02,-0.00828,-.0731,.0163,-0.0654
2020,1,14,33,0.0155,.013,-0.0469,0.0235,-0.0219,.121,-.0148,-0.026000000000000002
2020,1,14,34,-0.0298,-.04,-0.0549,0.00436,-0.00655,-.0994,-.11,-0.00364
2020,1,14,35,-0.02,.0487,0.000665,-0.0362,-0.0146,-.0775,.0185,-0.0198
2020,1,14,36,-0.0115,.00544,-0.0278,-0.0269,0.00203,.0337,-.0593,0.00505
2020,1,14,37,0.00479,.00613,-0.0171,0.0156,-0.0142,-.0216,.0203,0.0326
2020,1,14,38,-0.12300000000000001,-.102,-0.063,-0.15,-0.15,-.0587,-.127,-0.0673
2020,1,14,39,-0.00551,-.00283,-0.0457,0.0093,0.007359999999999999,-.0147,-.0178,0.004370000000000001
2020,1,14,40,-0.0312,-.0269,0.000352,-0.0544,-0.0152,-.0805,-.0363,-0.035
2020,1,14,41,-0.00424,-.0736,-0.0013599999999999999,0.00587,0.00688,-.0361,-.0472,0.0188
2020,1,14,42,0.00344,.0531,-0.028999999999999998,-0.00885,-0.0192,.0029,-.0369,-0.00825
2020,1,14,44,0.0161,.0385,-0.007809999999999999,0.0158,0.0813,.145,-.0279,-0.0104
2020,1,14,45,-0.03,-.0913,-0.0302,-0.0186,-0.0388,-.0143,-.0334,-0.00705
2020,1,14,46,-0.0891,-.115,-0.10099999999999999,-0.0844,-0.0359,.,-.151,0.000267
2020,1,14,47,-0.0171,.0349,-0.0011099999999999999,-0.0368,0.008620000000000001,.0376,-.0462,-0.027999999999999997
2020,1,14,48,-0.0202,-.0147,-0.0199,-0.024,0.00394,-.0143,-.0335,-0.0193
2020,1,14,49,-0.0227,-.0112,0.013000000000000001,-0.0354,0.00455,.00698,-.0427,-0.0289
2020,1,14,50,-0.0474,.111,-0.127,-0.0464,-0.126,.00692,.00955,-0.0872
2020,1,14,51,0.0458,.063,0.0135,0.0334,0.0112,.0656,.0447,0.0653
2020,1,14,53,-0.0558,-.0729,-0.0599,-0.0455,-0.0601,-.0716,-.0553,-0.065
2020,1,14,54,0.0277,.359,0.000516,0.0503,0.0049700000000000005,-.0615,.0598,0.062
2020,1,14,55,-0.0413,-.104,-0.0191,-0.0245,-0.0623,.093,-.051,-0.0934
2020,1,14,56,-0.0488,-.0509,-0.284,-0.0388,-0.0215,-.173,.0697,-0.0452
2020,1,15,1,-0.0637,-.0951,-0.0716,-0.0473,-0.0622,-.0325,-.0754,-0.0526
2020,1,15,2,0.0107,.0338,0.0382,-0.0105,0.00325,-.0303,.163,0.0171
2020,1,15,4,-0.006999999999999999,.0102,-0.0315,0.000826,0.000782,-.0404,.00772,0.0228
2020,1,15,5,-0.0245,.0734,-0.0148,-0.054000000000000006,-0.0275,.0405,.0064,-0.0534
2020,1,15,6,-0.00131,-.00155,-0.0196,0.0039700000000000004,-0.0016300000000000002,.0162,-.00823,-0.0006320000000000001
2020,1,15,8,-0.00446,-.00185,-0.0233,-0.0028699999999999997,-0.0311,.0296,-.0379,0.0265
2020,1,15,9,0.0026899999999999997,.0116,0.027000000000000003,-0.0205,0.0158,.0637,-.0495,-0.0149
2020,1,15,10,0.0498,.0395,0.0644,0.0561,0.0035399999999999997,.0573,.0367,0.0253
2020,1,15,11,0.128,.119,0.12,0.201,0.0207,.335,.0416,0.0703
2020,1,15,12,0.00371,.00781,0.0019,0.0036200000000000004,0.0122,.028,.00573,-0.00507
2020,1,15,13,-0.0225,.00141,-0.0356,-0.027999999999999997,-0.0333,.0417,-.0289,-0.0275
